DateTime,Date,date_id,Time,Flow,Flow per lane,Flow per hour,Speed,Occupancy,Density
2019/4/1 3:05,2019/4/1,1,3:05,74,18.5,222,67.9,0.0245,6.468
2019/4/1 3:10,2019/4/1,1,3:10,77,19.25,231,68.2,0.0251,6.6264
2019/4/1 3:15,2019/4/1,1,3:15,76,19,228,68.1,0.025,6.6
2019/4/1 3:20,2019/4/1,1,3:20,83,20.75,249,68,0.0258,6.8112
2019/4/1 3:25,2019/4/1,1,3:25,83,20.75,249,67.8,0.0264,6.9696
2019/4/1 3:30,2019/4/1,1,3:30,52,13,156,68.1,0.0104,2.7456
2019/4/1 3:35,2019/4/1,1,3:35,84,21,252,68,0.0267,7.0488
2019/4/1 3:40,2019/4/1,1,3:40,85,21.25,255,68.1,0.0272,7.1808
2019/4/1 3:45,2019/4/1,1,3:45,92,23,276,68.1,0.028,7.392
2019/4/1 3:50,2019/4/1,1,3:50,93,23.25,279,68.2,0.0274,7.2336
2019/4/1 3:55,2019/4/1,1,3:55,88,22,264,68.1,0.0281,7.4184
2019/4/1 4:00,2019/4/1,1,4:00,93,23.25,279,68.2,0.0281,7.4184
2019/4/1 4:05,2019/4/1,1,4:05,114,28.5,342,68,0.0314,8.2896
2019/4/1 4:10,2019/4/1,1,4:10,98,24.5,294,68.2,0.0289,7.6296
2019/4/1 4:15,2019/4/1,1,4:15,128,32,384,68.1,0.0346,9.1344
2019/4/1 4:20,2019/4/1,1,4:20,105,26.25,315,68.2,0.0306,8.0784
2019/4/1 4:25,2019/4/1,1,4:25,131,32.75,393,68.1,0.0344,9.0816
2019/4/1 4:30,2019/4/1,1,4:30,119,29.75,357,68.1,0.033,8.712
2019/4/1 4:35,2019/4/1,1,4:35,128,32,384,68,0.0338,8.9232
2019/4/1 4:40,2019/4/1,1,4:40,159,39.75,477,67.9,0.0388,10.2432
2019/4/1 4:45,2019/4/1,1,4:45,142,35.5,426,68,0.0363,9.5832
2019/4/1 4:50,2019/4/1,1,4:50,192,48,576,68.5,0.0429,11.3256
2019/4/1 4:55,2019/4/1,1,4:55,181,45.25,543,68.3,0.0421,11.1144
2019/4/1 5:00,2019/4/1,1,5:00,211,52.75,633,67.7,0.0471,12.4344
2019/4/1 5:05,2019/4/1,1,5:05,231,57.75,693,67.8,0.0496,13.0944
2019/4/1 5:10,2019/4/1,1,5:10,252,63,756,67.9,0.0527,13.9128
2019/4/1 5:15,2019/4/1,1,5:15,235,58.75,705,67.8,0.0503,13.2792
2019/4/1 5:20,2019/4/1,1,5:20,246,61.5,738,68,0.0518,13.6752
2019/4/1 5:25,2019/4/1,1,5:25,235,58.75,705,68.5,0.0497,13.1208
2019/4/1 5:30,2019/4/1,1,5:30,253,63.25,759,68.6,0.053,13.992
2019/4/1 5:35,2019/4/1,1,5:35,261,65.25,783,68.5,0.0541,14.2824
2019/4/1 5:40,2019/4/1,1,5:40,295,73.75,885,68,0.0596,15.7344
2019/4/1 5:45,2019/4/1,1,5:45,271,67.75,813,68.1,0.0555,14.652
2019/4/1 5:50,2019/4/1,1,5:50,322,80.5,966,67.7,0.0648,17.1072
2019/4/1 5:55,2019/4/1,1,5:55,261,65.25,783,67.2,0.0547,14.4408
2019/4/1 6:00,2019/4/1,1,6:00,286,71.5,858,67.5,0.0588,15.5232
2019/4/1 6:05,2019/4/1,1,6:05,313,78.25,939,67.6,0.063,16.632
2019/4/1 6:10,2019/4/1,1,6:10,307,76.75,921,67.7,0.0622,16.4208
2019/4/1 6:15,2019/4/1,1,6:15,304,76,912,67.4,0.0622,16.4208
2019/4/1 6:20,2019/4/1,1,6:20,310,77.5,930,67.2,0.0634,16.7376
2019/4/1 6:25,2019/4/1,1,6:25,310,77.5,930,67.3,0.0634,16.7376
2019/4/1 6:30,2019/4/1,1,6:30,336,84,1008,67.5,0.0667,17.6088
2019/4/1 6:35,2019/4/1,1,6:35,348,87,1044,67,0.0698,18.4272
2019/4/1 6:40,2019/4/1,1,6:40,352,88,1056,67.3,0.0696,18.3744
2019/4/1 6:45,2019/4/1,1,6:45,368,92,1104,67.1,0.0725,19.14
2019/4/1 6:50,2019/4/1,1,6:50,382,95.5,1146,67,0.0749,19.7736
2019/4/1 6:55,2019/4/1,1,6:55,337,84.25,1011,67.6,0.0663,17.5032
2019/4/1 7:00,2019/4/1,1,7:00,346,86.5,1038,67.7,0.0666,17.5824
2019/4/1 7:05,2019/4/1,1,7:05,379,94.75,1137,67,0.0748,19.7472
2019/4/1 7:10,2019/4/1,1,7:10,388,97,1164,66.4,0.0749,19.7736
2019/4/1 7:15,2019/4/1,1,7:15,424,106,1272,66,0.0816,21.5424
2019/4/1 7:20,2019/4/1,1,7:20,462,115.5,1386,66.2,0.0866,22.8624
2019/4/1 7:25,2019/4/1,1,7:25,435,108.75,1305,66.3,0.0849,22.4136
2019/4/1 7:30,2019/4/1,1,7:30,407,101.75,1221,66.3,0.0797,21.0408
2019/4/1 7:35,2019/4/1,1,7:35,432,108,1296,65.9,0.0849,22.4136
2019/4/1 7:40,2019/4/1,1,7:40,459,114.75,1377,65.6,0.0924,24.3936
2019/4/1 7:45,2019/4/1,1,7:45,422,105.5,1266,65.9,0.0827,21.8328
2019/4/1 7:50,2019/4/1,1,7:50,423,105.75,1269,66,0.0832,21.9648
2019/4/1 7:55,2019/4/1,1,7:55,406,101.5,1218,66.2,0.0791,20.8824
2019/4/1 8:00,2019/4/1,1,8:00,420,105,1260,65.9,0.0825,21.78
2019/4/1 8:05,2019/4/1,1,8:05,413,103.25,1239,65.9,0.0816,21.5424
2019/4/1 8:10,2019/4/1,1,8:10,415,103.75,1245,65.4,0.0831,21.9384
2019/4/1 8:15,2019/4/1,1,8:15,420,105,1260,65.7,0.085,22.44
2019/4/1 8:20,2019/4/1,1,8:20,432,108,1296,65.7,0.0867,22.8888
2019/4/1 8:25,2019/4/1,1,8:25,414,103.5,1242,65.7,0.081,21.384
2019/4/1 8:30,2019/4/1,1,8:30,421,105.25,1263,65.1,0.0865,22.836
2019/4/1 8:35,2019/4/1,1,8:35,424,106,1272,65.5,0.0854,22.5456
2019/4/1 8:40,2019/4/1,1,8:40,408,102,1224,65.7,0.0835,22.044
2019/4/1 8:45,2019/4/1,1,8:45,437,109.25,1311,65.8,0.0864,22.8096
2019/4/1 8:50,2019/4/1,1,8:50,441,110.25,1323,65.9,0.0862,22.7568
2019/4/1 8:55,2019/4/1,1,8:55,388,97,1164,65.5,0.0786,20.7504
2019/4/1 9:00,2019/4/1,1,9:00,399,99.75,1197,65.1,0.0811,21.4104
2019/4/1 9:05,2019/4/1,1,9:05,400,100,1200,65.2,0.0815,21.516
2019/4/1 9:10,2019/4/1,1,9:10,388,97,1164,65.2,0.0777,20.5128
2019/4/1 9:15,2019/4/1,1,9:15,386,96.5,1158,65.9,0.0781,20.6184
2019/4/1 9:20,2019/4/1,1,9:20,381,95.25,1143,65.6,0.0755,19.932
2019/4/1 9:25,2019/4/1,1,9:25,437,109.25,1311,65,0.09,23.76
2019/4/1 9:30,2019/4/1,1,9:30,384,96,1152,65.1,0.0769,20.3016
2019/4/1 9:35,2019/4/1,1,9:35,399,99.75,1197,64.5,0.0796,21.0144
2019/4/1 9:40,2019/4/1,1,9:40,389,97.25,1167,64.9,0.0801,21.1464
2019/4/1 9:45,2019/4/1,1,9:45,428,107,1284,64.5,0.0863,22.7832
2019/4/1 9:50,2019/4/1,1,9:50,407,101.75,1221,64.5,0.0843,22.2552
2019/4/1 9:55,2019/4/1,1,9:55,424,106,1272,64.6,0.0872,23.0208
2019/4/1 10:00,2019/4/1,1,10:00,384,96,1152,64.4,0.0777,20.5128
2019/4/1 10:05,2019/4/1,1,10:05,420,105,1260,64.7,0.0834,22.0176
2019/4/1 10:10,2019/4/1,1,10:10,414,103.5,1242,64.6,0.0841,22.2024
2019/4/1 10:15,2019/4/1,1,10:15,429,107.25,1287,64.3,0.089,23.496
2019/4/1 10:20,2019/4/1,1,10:20,414,103.5,1242,64.6,0.0829,21.8856
2019/4/1 10:25,2019/4/1,1,10:25,437,109.25,1311,63.9,0.0883,23.3112
2019/4/1 10:30,2019/4/1,1,10:30,439,109.75,1317,63.7,0.0901,23.7864
2019/4/1 10:35,2019/4/1,1,10:35,443,110.75,1329,63.8,0.0903,23.8392
2019/4/1 10:40,2019/4/1,1,10:40,434,108.5,1302,63.5,0.0908,23.9712
2019/4/1 10:45,2019/4/1,1,10:45,482,120.5,1446,63.4,0.098,25.872
2019/4/1 10:50,2019/4/1,1,10:50,436,109,1308,63.3,0.0899,23.7336
2019/4/1 10:55,2019/4/1,1,10:55,420,105,1260,63.4,0.0854,22.5456
2019/4/1 11:00,2019/4/1,1,11:00,441,110.25,1323,63.8,0.0894,23.6016
2019/4/1 11:05,2019/4/1,1,11:05,483,120.75,1449,63,0.1,26.4
2019/4/1 11:10,2019/4/1,1,11:10,479,119.75,1437,62.4,0.0993,26.2152
2019/4/1 11:15,2019/4/1,1,11:15,445,111.25,1335,62.9,0.0905,23.892
2019/4/1 11:20,2019/4/1,1,11:20,483,120.75,1449,62.9,0.0997,26.3208
2019/4/1 11:25,2019/4/1,1,11:25,450,112.5,1350,62.7,0.0933,24.6312
2019/4/1 11:30,2019/4/1,1,11:30,467,116.75,1401,62,0.0976,25.7664
2019/4/1 11:35,2019/4/1,1,11:35,464,116,1392,62,0.0972,25.6608
2019/4/1 11:40,2019/4/1,1,11:40,464,116,1392,61.2,0.0988,26.0832
2019/4/1 11:45,2019/4/1,1,11:45,491,122.75,1473,62.2,0.0988,26.0832
2019/4/1 11:50,2019/4/1,1,11:50,434,108.5,1302,62.3,0.0895,23.628
2019/4/1 11:55,2019/4/1,1,11:55,423,105.75,1269,62.6,0.0882,23.2848
2019/4/1 12:00,2019/4/1,1,12:00,427,106.75,1281,62.8,0.0867,22.8888
2019/4/1 12:05,2019/4/1,1,12:05,520,130,1560,62.6,0.1067,28.1688
2019/4/1 12:10,2019/4/1,1,12:10,485,121.25,1455,62.6,0.101,26.664
2019/4/1 12:15,2019/4/1,1,12:15,457,114.25,1371,62.9,0.0922,24.3408
2019/4/1 12:20,2019/4/1,1,12:20,508,127,1524,62.8,0.1072,28.3008
2019/4/1 12:25,2019/4/1,1,12:25,438,109.5,1314,63,0.0895,23.628
2019/4/1 12:30,2019/4/1,1,12:30,429,107.25,1287,62.4,0.0913,24.1032
2019/4/1 12:35,2019/4/1,1,12:35,451,112.75,1353,62.5,0.0928,24.4992
2019/4/1 12:40,2019/4/1,1,12:40,468,117,1404,62.7,0.098,25.872
2019/4/1 12:45,2019/4/1,1,12:45,462,115.5,1386,62.3,0.0959,25.3176
2019/4/1 12:50,2019/4/1,1,12:50,483,120.75,1449,62.4,0.0991,26.1624
2019/4/1 12:55,2019/4/1,1,12:55,498,124.5,1494,62.6,0.1025,27.06
2019/4/1 13:00,2019/4/1,1,13:00,457,114.25,1371,62.8,0.0928,24.4992
2019/4/1 13:05,2019/4/1,1,13:05,502,125.5,1506,62,0.1061,28.0104
2019/4/1 13:10,2019/4/1,1,13:10,497,124.25,1491,62,0.1008,26.6112
2019/4/1 13:15,2019/4/1,1,13:15,506,126.5,1518,61.7,0.1052,27.7728
2019/4/1 13:20,2019/4/1,1,13:20,478,119.5,1434,61.4,0.1011,26.6904
2019/4/1 13:25,2019/4/1,1,13:25,474,118.5,1422,56,0.1273,33.6072
2019/4/1 13:30,2019/4/1,1,13:30,450,112.5,1350,53.7,0.1198,31.6272
2019/4/1 13:35,2019/4/1,1,13:35,445,111.25,1335,49.4,0.1377,36.3528
2019/4/1 13:40,2019/4/1,1,13:40,431,107.75,1293,48.4,0.1251,33.0264
2019/4/1 13:45,2019/4/1,1,13:45,431,107.75,1293,43,0.1793,47.3352
2019/4/1 13:50,2019/4/1,1,13:50,436,109,1308,40.2,0.1753,46.2792
2019/4/1 13:55,2019/4/1,1,13:55,380,95,1140,37,0.1862,49.1568
2019/4/1 14:00,2019/4/1,1,14:00,430,107.5,1290,36.6,0.185,48.84
2019/4/1 14:05,2019/4/1,1,14:05,431,107.75,1293,37.7,0.1689,44.5896
2019/4/1 14:10,2019/4/1,1,14:10,393,98.25,1179,35.4,0.2066,54.5424
2019/4/1 14:15,2019/4/1,1,14:15,393,98.25,1179,35,0.1858,49.0512
2019/4/1 14:20,2019/4/1,1,14:20,397,99.25,1191,34.4,0.2014,53.1696
2019/4/1 14:25,2019/4/1,1,14:25,436,109,1308,36.3,0.1775,46.86
2019/4/1 14:30,2019/4/1,1,14:30,419,104.75,1257,36.9,0.1783,47.0712
2019/4/1 14:35,2019/4/1,1,14:35,408,102,1224,35.5,0.1963,51.8232
2019/4/1 14:40,2019/4/1,1,14:40,452,113,1356,35.7,0.1961,51.7704
2019/4/1 14:45,2019/4/1,1,14:45,352,88,1056,33.9,0.1967,51.9288
2019/4/1 14:50,2019/4/1,1,14:50,364,91,1092,33.6,0.1939,51.1896
2019/4/1 14:55,2019/4/1,1,14:55,360,90,1080,32.3,0.2196,57.9744
2019/4/1 15:00,2019/4/1,1,15:00,403,100.75,1209,34,0.1902,50.2128
2019/4/1 15:05,2019/4/1,1,15:05,446,111.5,1338,36.1,0.1829,48.2856
2019/4/1 15:10,2019/4/1,1,15:10,427,106.75,1281,36,0.1874,49.4736
2019/4/1 15:15,2019/4/1,1,15:15,407,101.75,1221,35,0.2031,53.6184
2019/4/1 15:20,2019/4/1,1,15:20,373,93.25,1119,33.1,0.2338,61.7232
2019/4/1 15:25,2019/4/1,1,15:25,391,97.75,1173,33.5,0.1983,52.3512
2019/4/1 15:30,2019/4/1,1,15:30,359,89.75,1077,32.3,0.2002,52.8528
2019/4/1 15:35,2019/4/1,1,15:35,406,101.5,1218,33.7,0.1941,51.2424
2019/4/1 15:40,2019/4/1,1,15:40,442,110.5,1326,34.8,0.1996,52.6944
2019/4/1 15:45,2019/4/1,1,15:45,396,99,1188,33.3,0.2224,58.7136
2019/4/1 15:50,2019/4/1,1,15:50,375,93.75,1125,33.3,0.2027,53.5128
2019/4/1 15:55,2019/4/1,1,15:55,398,99.5,1194,33.8,0.1963,51.8232
2019/4/1 16:00,2019/4/1,1,16:00,386,96.5,1158,33.7,0.1928,50.8992
2019/4/1 16:05,2019/4/1,1,16:05,404,101,1212,33.4,0.212,55.968
2019/4/1 16:10,2019/4/1,1,16:10,405,101.25,1215,33,0.2173,57.3672
2019/4/1 16:15,2019/4/1,1,16:15,389,97.25,1167,31.7,0.2384,62.9376
2019/4/1 16:20,2019/4/1,1,16:20,375,93.75,1125,31.7,0.2228,58.8192
2019/4/1 16:25,2019/4/1,1,16:25,412,103,1236,31.9,0.2231,58.8984
2019/4/1 16:30,2019/4/1,1,16:30,442,110.5,1326,32.6,0.2361,62.3304
2019/4/1 16:35,2019/4/1,1,16:35,402,100.5,1206,32,0.2334,61.6176
2019/4/1 16:40,2019/4/1,1,16:40,373,93.25,1119,31.1,0.2314,61.0896
2019/4/1 16:45,2019/4/1,1,16:45,340,85,1020,29.4,0.2792,73.7088
2019/4/1 16:50,2019/4/1,1,16:50,392,98,1176,30,0.2464,65.0496
2019/4/1 16:55,2019/4/1,1,16:55,365,91.25,1095,29.7,0.2623,69.2472
2019/4/1 17:00,2019/4/1,1,17:00,406,101.5,1218,30.6,0.2314,61.0896
2019/4/1 17:05,2019/4/1,1,17:05,413,103.25,1239,31.6,0.2348,61.9872
2019/4/1 17:10,2019/4/1,1,17:10,421,105.25,1263,32.4,0.2213,58.4232
2019/4/1 17:15,2019/4/1,1,17:15,384,96,1152,31.9,0.2262,59.7168
2019/4/1 17:20,2019/4/1,1,17:20,408,102,1224,31.7,0.2373,62.6472
2019/4/1 17:25,2019/4/1,1,17:25,339,84.75,1017,29.4,0.2786,73.5504
2019/4/1 17:30,2019/4/1,1,17:30,347,86.75,1041,28.7,0.2526,66.6864
2019/4/1 17:35,2019/4/1,1,17:35,359,89.75,1077,28.4,0.2673,70.5672
2019/4/1 17:40,2019/4/1,1,17:40,351,87.75,1053,28.2,0.2468,65.1552
2019/4/1 17:45,2019/4/1,1,17:45,451,112.75,1353,31.6,0.2067,54.5688
2019/4/1 17:50,2019/4/1,1,17:50,322,80.5,966,30.1,0.2424,63.9936
2019/4/1 17:55,2019/4/1,1,17:55,347,86.75,1041,29.4,0.2477,65.3928
2019/4/1 18:00,2019/4/1,1,18:00,381,95.25,1143,29.5,0.2515,66.396
2019/4/1 18:05,2019/4/1,1,18:05,358,89.5,1074,29.4,0.2377,62.7528
2019/4/1 18:10,2019/4/1,1,18:10,339,84.75,1017,28.5,0.2772,73.1808
2019/4/1 18:15,2019/4/1,1,18:15,411,102.75,1233,30.7,0.219,57.816
2019/4/1 18:20,2019/4/1,1,18:20,383,95.75,1149,30.9,0.2395,63.228
2019/4/1 18:25,2019/4/1,1,18:25,429,107.25,1287,32.8,0.2121,55.9944
2019/4/1 18:30,2019/4/1,1,18:30,440,110,1320,35.7,0.1803,47.5992
2019/4/1 18:35,2019/4/1,1,18:35,400,100,1200,35.9,0.1858,49.0512
2019/4/1 18:40,2019/4/1,1,18:40,377,94.25,1131,34.5,0.1964,51.8496
2019/4/1 18:45,2019/4/1,1,18:45,420,105,1260,43.7,0.1062,28.0368
2019/4/1 18:50,2019/4/1,1,18:50,415,103.75,1245,52.4,0.0889,23.4696
2019/4/1 18:55,2019/4/1,1,18:55,416,104,1248,57.4,0.0864,22.8096
2019/4/1 19:00,2019/4/1,1,19:00,435,108.75,1305,59.9,0.0887,23.4168
2019/4/1 19:05,2019/4/1,1,19:05,446,111.5,1338,61,0.0935,24.684
2019/4/1 19:10,2019/4/1,1,19:10,484,121,1452,60.2,0.1071,28.2744
2019/4/1 19:15,2019/4/1,1,19:15,448,112,1344,61,0.0957,25.2648
2019/4/1 19:20,2019/4/1,1,19:20,457,114.25,1371,61,0.0962,25.3968
2019/4/1 19:25,2019/4/1,1,19:25,473,118.25,1419,61,0.1001,26.4264
2019/4/1 19:30,2019/4/1,1,19:30,424,106,1272,61.7,0.0895,23.628
2019/4/1 19:35,2019/4/1,1,19:35,411,102.75,1233,62.7,0.0838,22.1232
2019/4/1 19:40,2019/4/1,1,19:40,368,92,1104,63,0.0771,20.3544
2019/4/1 19:45,2019/4/1,1,19:45,364,91,1092,62.8,0.0783,20.6712
2019/4/1 19:50,2019/4/1,1,19:50,413,103.25,1239,63.1,0.085,22.44
2019/4/1 19:55,2019/4/1,1,19:55,433,108.25,1299,62.4,0.0902,23.8128
2019/4/1 20:00,2019/4/1,1,20:00,384,96,1152,62.7,0.0799,21.0936
2019/4/1 20:05,2019/4/1,1,20:05,389,97.25,1167,63.1,0.0806,21.2784
2019/4/1 20:10,2019/4/1,1,20:10,422,105.5,1266,63.1,0.0863,22.7832
2019/4/1 20:15,2019/4/1,1,20:15,380,95,1140,63.6,0.0781,20.6184
2019/4/1 20:20,2019/4/1,1,20:20,392,98,1176,64,0.0794,20.9616
2019/4/1 20:25,2019/4/1,1,20:25,380,95,1140,64.2,0.0772,20.3808
2019/4/1 20:30,2019/4/1,1,20:30,354,88.5,1062,64.1,0.0741,19.5624
2019/4/1 20:35,2019/4/1,1,20:35,359,89.75,1077,64,0.0757,19.9848
2019/4/1 20:40,2019/4/1,1,20:40,348,87,1044,64.4,0.0737,19.4568
2019/4/1 20:45,2019/4/1,1,20:45,372,93,1116,64.7,0.0761,20.0904
2019/4/1 20:50,2019/4/1,1,20:50,368,92,1104,64.7,0.075,19.8
2019/4/1 20:55,2019/4/1,1,20:55,351,87.75,1053,64.7,0.0726,19.1664
2019/4/1 21:00,2019/4/1,1,21:00,324,81,972,66,0.0669,17.6616
2019/4/1 21:05,2019/4/1,1,21:05,336,84,1008,66.1,0.0707,18.6648
2019/4/1 21:10,2019/4/1,1,21:10,353,88.25,1059,66.7,0.0737,19.4568
2019/4/1 21:15,2019/4/1,1,21:15,344,86,1032,66.6,0.0717,18.9288
2019/4/1 21:20,2019/4/1,1,21:20,320,80,960,66.5,0.0673,17.7672
2019/4/1 21:25,2019/4/1,1,21:25,311,77.75,933,67.1,0.0665,17.556
2019/4/1 21:30,2019/4/1,1,21:30,306,76.5,918,66.5,0.067,17.688
2019/4/1 21:35,2019/4/1,1,21:35,291,72.75,873,67.1,0.0611,16.1304
2019/4/1 21:40,2019/4/1,1,21:40,296,74,888,68,0.0615,16.236
2019/4/1 21:45,2019/4/1,1,21:45,301,75.25,903,68.5,0.0634,16.7376
2019/4/1 21:50,2019/4/1,1,21:50,252,63,756,67.8,0.0567,14.9688
2019/4/1 21:55,2019/4/1,1,21:55,261,65.25,783,68.8,0.0554,14.6256
2019/4/1 22:00,2019/4/1,1,22:00,237,59.25,711,67.4,0.0537,14.1768
2019/4/1 22:05,2019/4/1,1,22:05,285,71.25,855,67.9,0.0607,16.0248
2019/4/1 22:10,2019/4/1,1,22:10,282,70.5,846,67.7,0.061,16.104
2019/4/1 22:15,2019/4/1,1,22:15,278,69.5,834,67.2,0.0593,15.6552
2019/4/1 22:20,2019/4/1,1,22:20,249,62.25,747,66.9,0.056,14.784
2019/4/1 22:25,2019/4/1,1,22:25,254,63.5,762,67.8,0.0547,14.4408
2019/4/1 22:30,2019/4/1,1,22:30,209,52.25,627,68,0.0479,12.6456
2019/4/1 22:35,2019/4/1,1,22:35,212,53,636,67.7,0.0488,12.8832
2019/4/1 22:40,2019/4/1,1,22:40,199,49.75,597,68,0.0449,11.8536
2019/4/1 22:45,2019/4/1,1,22:45,193,48.25,579,67.6,0.0445,11.748
2019/4/1 22:50,2019/4/1,1,22:50,166,41.5,498,67.5,0.0404,10.6656
2019/4/1 22:55,2019/4/1,1,22:55,194,48.5,582,67.9,0.0447,11.8008
2019/4/1 23:00,2019/4/1,1,23:00,167,41.75,501,68.2,0.0407,10.7448
2019/4/1 23:05,2019/4/1,1,23:05,182,45.5,546,68.7,0.0433,11.4312
2019/4/1 23:10,2019/4/1,1,23:10,163,40.75,489,68.5,0.0395,10.428
2019/4/1 23:15,2019/4/1,1,23:15,174,43.5,522,68.2,0.0406,10.7184
2019/4/1 23:20,2019/4/1,1,23:20,167,41.75,501,68.5,0.0395,10.428
2019/4/1 23:25,2019/4/1,1,23:25,148,37,444,68.3,0.0371,9.7944
2019/4/1 23:30,2019/4/1,1,23:30,139,34.75,417,68.5,0.036,9.504
2019/4/1 23:35,2019/4/1,1,23:35,126,31.5,378,68.4,0.0335,8.844
2019/4/1 23:40,2019/4/1,1,23:40,176,44,528,68.8,0.0418,11.0352
2019/4/1 23:45,2019/4/1,1,23:45,152,38,456,68.3,0.0375,9.9
2019/4/1 23:50,2019/4/1,1,23:50,131,32.75,393,68.2,0.0342,9.0288
2019/4/1 23:55,2019/4/1,1,23:55,125,31.25,375,68.4,0.0324,8.5536
2019/4/2 0:00,2019/4/2,2,0:00,117,29.25,351,68,0.0312,8.2368
2019/4/2 0:05,2019/4/2,2,0:05,124,31,372,67.8,0.0324,8.5536
2019/4/2 0:10,2019/4/2,2,0:10,122,30.5,366,67.9,0.0339,8.9496
2019/4/2 0:15,2019/4/2,2,0:15,122,30.5,366,68,0.0311,8.2104
2019/4/2 0:20,2019/4/2,2,0:20,101,25.25,303,67.5,0.0299,7.8936
2019/4/2 0:25,2019/4/2,2,0:25,111,27.75,333,67.7,0.0305,8.052
2019/4/2 0:30,2019/4/2,2,0:30,113,28.25,339,68,0.0298,7.8672
2019/4/2 0:35,2019/4/2,2,0:35,100,25,300,68,0.0278,7.3392
2019/4/2 0:40,2019/4/2,2,0:40,92,23,276,68,0.0275,7.26
2019/4/2 0:45,2019/4/2,2,0:45,88,22,264,68,0.027,7.128
2019/4/2 0:50,2019/4/2,2,0:50,74,18.5,222,67.7,0.024,6.336
2019/4/2 0:55,2019/4/2,2,0:55,50,12.5,150,67.5,0.0206,5.4384
2019/4/2 1:00,2019/4/2,2,1:00,70,17.5,210,68.1,0.0225,5.94
2019/4/2 1:05,2019/4/2,2,1:05,143,35.75,429,67.3,0.0378,9.9792
2019/4/2 1:10,2019/4/2,2,1:10,92,23,276,67.6,0.0274,7.2336
2019/4/2 1:15,2019/4/2,2,1:15,75,18.75,225,67.6,0.0251,6.6264
2019/4/2 1:20,2019/4/2,2,1:20,76,19,228,61,0.0363,9.5832
2019/4/2 1:25,2019/4/2,2,1:25,79,19.75,237,64.7,0.0253,6.6792
